2019-12-10 22:18:11:728, no_human
2019-12-10 22:18:13:692, no_human
2019-12-10 22:18:13:707, no_human
2019-12-10 22:18:13:735, no_human
2019-12-10 22:18:13:743, no_human
2019-12-10 22:18:13:796,1.095958,0.8585749,2.200371,1.059857,1.209155,2.148469,1.017232,1.548557,2.082712,1.095034,1.652677,2.028548,0.856145,1.462871,2.094471,0.7729072,1.291486,2.106882,0.7636428,1.039272,2.07946,0.7952877,0.9741907,2.084746,1.166727,1.403449,2.117134,1.196672,1.161246,2.168212,1.05311,0.965089,2.080838,1.013293,0.9409996,1.965197,1.006764,0.8759602,2.163677,0.8220471,0.6177559,1.945695,0.9260514,0.2182414,2.030822,0.8784149,0.1901812,1.957331,1.148295,0.8493061,2.163229,1.030403,0.5840524,1.910444,1.106087,0.224458,2.036455,1.041234,0.1820782,1.954468,1.029016,1.465336,2.101529,0.7807509,0.897287,2.056804,0.8055807,0.9994982,2.008805,0.998657,0.9168665,1.956179,1.013031,1.179048,1.942409
2019-12-10 22:18:13:834,1.016504,0.9193427,2.163567,1.024484,1.239244,2.13936,1.01577,1.549267,2.079664,1.089993,1.662719,2.022424,0.8548666,1.462549,2.091614,0.8009492,1.204557,2.143147,0.7648243,0.9414495,2.067401,0.7771658,0.8407416,2.043373,1.165998,1.405506,2.113027,1.196716,1.169313,2.162247,1.043098,0.9554334,2.07181,0.993921,0.8842052,2.045378,0.9290787,0.936265,2.131328,0.8631378,0.6231941,1.973367,0.9042821,0.2804235,2.012184,0.9017507,0.2643533,1.872963,1.070653,0.9083359,2.125131,1.11211,0.974275,1.760934,1.140011,0.3985336,1.761803,1.089962,0.396159,1.79543,1.02328,1.470455,2.097515,0.7568246,0.7777634,2.046729,0.7984143,0.8529519,2.007234,0.9782926,0.8620699,2.039897,0.9957068,1.126095,2.020925
2019-12-10 22:18:13:869,1.01302,0.9006071,2.094402,1.018394,1.233812,2.099762,1.015795,1.549941,2.080103,1.085673,1.675058,2.022574,0.855796,1.463138,2.092162,0.8018148,1.214057,2.141408,0.7702481,0.9686825,2.077373,0.7762232,0.8843826,2.042167,1.170697,1.40983,2.111245,1.196889,1.169425,2.161523,1.204111,0.9586157,2.066727,1.215623,0.8644593,2.09534,0.9246406,0.9147015,2.055568,0.8846815,0.5704899,2.007143,0.9110806,0.1856946,2.018008,0.908812,0.1797851,1.867023,1.067357,0.8932089,2.063044,1.088654,0.5730853,2.01117,1.075361,0.2165209,2.008892,1.067306,0.1729888,1.859421,1.021919,1.471703,2.09536,0.7649965,0.8066688,2.02775,0.7779219,0.8209863,2.0085,1.212904,0.7942261,2.079951,1.187305,1.007788,2.059572
2019-12-10 22:18:13:904,1.012737,0.9008091,2.093282,1.017833,1.23412,2.098306,1.015318,1.551329,2.080671,1.08005,1.684108,2.024968,0.855801,1.463318,2.092709,0.8026847,1.216115,2.140938,0.768316,0.9703925,2.074354,0.7757387,0.8864059,2.034437,1.174567,1.412863,2.110258,1.197419,1.169594,2.159053,1.218751,0.9102795,2.090134,1.214139,0.821521,2.078063,0.9243378,0.9147406,2.054718,0.884735,0.5709876,2.007051,0.9097435,0.1958269,2.016817,0.9088453,0.17643,1.861322,1.067094,0.8936145,2.061592,1.087896,0.5781227,2.011236,1.073567,0.1722138,2.008651,1.067107,0.1703449,1.853563,1.020101,1.473493,2.09341,0.765724,0.8101053,2.018657,0.8032995,0.8949082,2.001292,1.212058,0.7450498,2.070448,1.167502,1.031924,2.0356
2019-12-10 22:18:13:943,1.013586,0.9007418,2.092103,1.017864,1.234342,2.097547,1.014675,1.553043,2.081625,1.073282,1.692285,2.029405,0.8552435,1.464164,2.09509,0.8028802,1.216383,2.14081,0.7663563,0.9732717,2.068712,0.7758592,0.8915513,2.03071,1.176433,1.414153,2.109385,1.19842,1.169634,2.155838,1.214269,0.9523491,2.08297,1.213977,0.8557978,2.075175,0.9248529,0.9146665,2.054211,0.8848048,0.5710424,2.007079,0.9096397,0.1942658,2.016521,0.9080216,0.1744104,1.857214,1.068285,0.893575,2.059453,1.088029,0.5781339,2.011158,1.072687,0.1629052,2.009362,1.065921,0.1684819,1.849511,1.019058,1.474821,2.092636,0.7661352,0.8152494,2.014726,0.804427,0.8940149,2.000692,1.215512,0.7825812,2.062479,1.166225,1.078227,2.030667
2019-12-10 22:18:13:983,1.014328,0.9008172,2.091075,1.017895,1.234663,2.097234,1.013926,1.555328,2.083537,1.068155,1.698966,2.034442,0.8542054,1.465334,2.098325,0.8033372,1.216775,2.140665,0.7660682,0.9745225,2.067131,0.7755619,0.8916621,2.027707,1.177627,1.415213,2.107962,1.199968,1.169534,2.151091,1.215477,0.9528579,2.08499,1.21328,0.858243,2.0657,0.9252748,0.9147161,2.053861,0.8848994,0.5711651,2.007126,0.9108396,0.1902706,2.017325,0.907894,0.170499,1.85605,1.069309,0.8936675,2.057475,1.087891,0.5781052,2.010894,1.072152,0.142895,2.009531,1.064594,0.1680543,1.847289,1.018201,1.476249,2.092679,0.7654487,0.8151788,2.012412,0.8055962,0.8818638,1.994143,1.2084,0.7864244,2.044953,1.183524,1.002148,2.028333
2019-12-10 22:18:14:022,1.015716,0.9017146,2.089911,1.018019,1.235405,2.097101,1.012871,1.557892,2.086259,1.063116,1.702739,2.038987,0.852302,1.465075,2.10119,0.8037662,1.216781,2.140749,0.7688432,0.9469264,2.043449,0.7794012,0.8703095,2.01756,1.178303,1.416428,2.10697,1.202126,1.165216,2.144616,1.214931,0.9590964,2.08338,1.210256,0.8648978,2.054726,0.9260903,0.9151123,2.05366,0.8852396,0.5709412,2.006895,0.9102392,0.1902524,2.01685,0.905668,0.1720319,1.854621,1.071286,0.8952557,2.054831,1.087834,0.5781245,2.010365,1.071673,0.1361933,2.009829,1.062844,0.1673372,1.846433,1.017185,1.478126,2.093437,0.7772596,0.7983221,2.008828,0.811685,0.8685284,1.985839,1.20678,0.7925278,2.037742,1.159864,1.07272,2.012875
2019-12-10 22:18:14:067,1.018136,0.9062417,2.087371,1.01824,1.239339,2.09645,1.011629,1.562464,2.089242,1.053319,1.712196,2.050699,0.8482112,1.46546,2.109234,0.8061736,1.215129,2.141968,0.7695752,0.944338,2.040003,0.7814224,0.8762362,2.011394,1.179023,1.419083,2.104319,1.206686,1.156872,2.131568,1.217034,0.9211829,2.045485,1.20664,0.8263181,2.030578,0.9278154,0.9171677,2.053368,0.885879,0.5720524,2.007256,0.9098287,0.1866701,2.015855,0.9004123,0.1741374,1.854033,1.074022,0.9029809,2.049299,1.087601,0.5784732,2.009135,1.072438,0.1423969,2.010595,1.058947,0.1674125,1.847785,1.015597,1.482729,2.094501,0.7811779,0.8034192,1.998099,0.8152549,0.8938816,1.98716,1.202314,0.7474281,2.01801,1.152357,1.025759,1.999111
2019-12-10 22:18:14:111,1.018656,0.9086227,2.086087,1.01789,1.241361,2.096187,1.010487,1.564385,2.090657,1.048978,1.714861,2.05553,0.8466047,1.465632,2.113336,0.8077496,1.21297,2.142737,0.7698088,0.9422842,2.037311,0.7819003,0.8766273,2.008739,1.178896,1.420563,2.103235,1.207971,1.155594,2.126051,1.21721,0.9212879,2.044166,1.206246,0.8288698,2.019535,0.9281552,0.9181772,2.053321,0.8861266,0.5724838,2.007385,0.9099019,0.1818424,2.015778,0.8980022,0.1761753,1.855436,1.074611,0.9066341,2.046533,1.087404,0.5787548,2.008023,1.072732,0.141877,2.009801,1.056832,0.1680084,1.849317,1.014395,1.484785,2.095185,0.7784609,0.7980399,1.991661,0.8098019,0.8684596,1.973357,1.197246,0.7501203,2.004375,1.15116,1.028706,1.98725
2019-12-10 22:18:14:183,1.018805,0.9102172,2.084996,1.017282,1.243148,2.096245,1.008734,1.566784,2.093056,1.045823,1.71725,2.059203,0.8452437,1.465675,2.11636,0.8087761,1.212105,2.143166,0.7694438,0.9408654,2.036325,0.782923,0.876368,2.006529,1.178555,1.422668,2.101754,1.208859,1.153843,2.120273,1.217608,0.9193363,2.035575,1.20386,0.8271664,2.00977,0.9282447,0.9189548,2.053129,0.886699,0.5739707,2.007237,0.9100832,0.1773133,2.015601,0.8960103,0.1769766,1.85642,1.074777,0.9086918,2.044698,1.087527,0.5784991,2.007232,1.073728,0.1639612,2.003389,1.055637,0.1953981,1.844852,1.012746,1.487106,2.096612,0.7797593,0.8029352,1.991918,0.820175,0.8999195,1.983108,1.191377,0.7470922,1.993603,1.145534,1.027979,1.9775
2019-12-10 22:18:14:227,1.019215,0.9129736,2.082592,1.016554,1.245849,2.096113,1.006967,1.569565,2.095799,1.040434,1.721573,2.06697,0.84313,1.466119,2.121158,0.8102595,1.207713,2.143591,0.7688947,0.9400989,2.035324,0.7828965,0.8773928,2.007599,1.177377,1.425557,2.098352,1.209974,1.15348,2.110586,1.216069,0.9154463,2.015958,1.197197,0.8316435,1.988677,0.9283665,0.9200866,2.052842,0.887201,0.574838,2.007255,0.9109402,0.173529,2.015844,0.8935822,0.1753877,1.856059,1.075505,0.9128063,2.039922,1.087611,0.5775209,2.005815,1.073112,0.1511244,2.004507,1.051417,0.1787317,1.845587,1.010995,1.489959,2.098337,0.7820777,0.8015646,1.988586,0.821361,0.9150001,1.984757,1.190861,0.7503154,1.978278,1.136744,1.014579,1.960133
2019-12-10 22:18:14:279,1.018375,0.9148095,2.080932,1.015431,1.24782,2.095911,1.005726,1.571241,2.097222,1.036498,1.724535,2.072746,0.8411763,1.466091,2.125391,0.8109644,1.202016,2.143506,0.7688543,0.9398685,2.035212,0.7831888,0.8753106,2.008824,1.175329,1.428624,2.094489,1.210296,1.15378,2.103105,1.21453,0.91465,2.004567,1.193528,0.8317024,1.977366,0.9275547,0.9211657,2.052679,0.8875452,0.5751125,2.007054,0.9113111,0.1711314,2.016008,0.8905703,0.1732687,1.855187,1.074767,0.915172,2.036819,1.08758,0.5768931,2.003973,1.069432,0.1315233,2.000824,1.04353,0.1452017,1.841116,1.009609,1.491779,2.099271,0.7791971,0.7990263,1.989236,0.8220807,0.8821089,1.979261,1.184613,0.7538469,1.965416,1.171189,0.9947927,1.994125
2019-12-10 22:18:14:314,1.017795,0.915647,2.080144,1.01477,1.248686,2.095972,1.004902,1.57208,2.098346,1.035937,1.725104,2.074001,0.8407012,1.466084,2.126663,0.8110794,1.199611,2.143055,0.769628,0.9349089,2.033394,0.7842234,0.8746208,2.010515,1.174815,1.429515,2.093097,1.210403,1.153737,2.099643,1.211822,0.9150701,1.997593,1.191728,0.8335686,1.972189,0.9270006,0.9217095,2.052474,0.8877882,0.5757877,2.006621,0.9113388,0.1708286,2.016234,0.8894444,0.1727215,1.854872,1.074207,0.9161789,2.035619,1.08756,0.5766917,2.003244,1.07125,0.1511602,2.005067,1.044267,0.1584522,1.845356,1.008767,1.492648,2.100057,0.7776045,0.7982311,1.990468,0.821241,0.877354,1.978949,1.181353,0.7541965,1.961323,1.132648,1.03493,1.96188
2019-12-10 22:18:14:349,1.016902,0.9162093,2.079431,1.014087,1.249415,2.095862,1.004476,1.572719,2.098774,1.03481,1.72627,2.076215,0.840178,1.465944,2.12817,0.8114172,1.199045,2.142875,0.769612,0.934845,2.033506,0.7838245,0.8723668,2.01237,1.174528,1.430079,2.092576,1.210245,1.154134,2.0969,1.210732,0.9150501,1.994532,1.189334,0.8364978,1.967497,0.9261114,0.9220648,2.052498,0.8879998,0.57583,2.006394,0.911328,0.1709767,2.016342,0.8885525,0.1722797,1.854351,1.073231,0.9169793,2.034066,1.087438,0.5767524,2.002689,1.070941,0.1576676,2.005092,1.042906,0.1611578,1.844714,1.00823,1.493331,2.10035,0.779579,0.7943544,1.992365,0.8204185,0.8568038,1.977818,1.181536,0.7569759,1.951666,1.1297,1.020903,1.958929
2019-12-10 22:18:14:384,1.016609,0.9167376,2.079166,1.013545,1.25023,2.095999,1.003753,1.573629,2.09957,1.03367,1.726389,2.077903,0.8397312,1.465824,2.129814,0.8115665,1.198073,2.142957,0.7695687,0.9347135,2.034223,0.7847527,0.8711241,2.014546,1.173965,1.430771,2.092072,1.209692,1.153852,2.094472,1.208866,0.9157096,1.990311,1.185925,0.8386867,1.966224,0.925788,0.922422,2.052644,0.8881996,0.5758626,2.006287,0.9113451,0.17141,2.016316,0.8876188,0.1718837,1.853468,1.072935,0.9177048,2.033381,1.087331,0.5764844,2.002201,1.071604,0.1625352,2.005609,1.042632,0.1627004,1.844394,1.007497,1.494249,2.100955,0.7739778,0.7932981,1.994228,0.8206838,0.867146,1.9803,1.180208,0.757905,1.951785,1.172563,0.999172,2.0015
2019-12-10 22:18:14:422,1.015753,0.9172749,2.078547,1.012919,1.250741,2.095993,1.003315,1.574005,2.100064,1.032635,1.726807,2.079255,0.8395122,1.465709,2.130903,0.8117898,1.197426,2.143018,0.7694715,0.9343608,2.034853,0.7833899,0.8663698,2.015242,1.173514,1.431162,2.091403,1.209293,1.15383,2.092288,1.206677,0.9159448,1.987486,1.183232,0.8377113,1.962059,0.9248276,0.9228449,2.052561,0.8883415,0.5758186,2.006007,0.9113231,0.171658,2.016509,0.8868365,0.1711698,1.852979,1.072176,0.9182925,2.032369,1.087181,0.5772997,2.000994,1.071863,0.1659841,2.006183,1.042075,0.16325,1.844322,1.00699,1.494663,2.101317,0.771084,0.7893717,1.997467,0.82072,0.8459027,1.978941,1.180185,0.7564211,1.949027,1.136129,1.024283,1.963341
2019-12-10 22:18:14:474,1.013419,0.9180856,2.07757,1.011512,1.251565,2.096102,1.002638,1.574589,2.101067,1.031496,1.727147,2.080804,0.8388563,1.465374,2.133265,0.8119633,1.194692,2.143376,0.7702861,0.9141897,2.034736,0.7831837,0.8603434,2.016988,1.172575,1.432333,2.089636,1.207894,1.154754,2.08743,1.201134,0.9098298,1.982088,1.17785,0.838971,1.960375,0.9224111,0.9236289,2.052601,0.8886741,0.5759302,2.005625,0.911186,0.1721248,2.01659,0.8849413,0.1710647,1.853472,1.069844,0.9190152,2.030611,1.085727,0.576883,1.998923,1.071217,0.2042142,1.997445,1.040549,0.2176204,1.834984,1.00611,1.495311,2.102087,0.7695747,0.78733,2.005106,0.8184446,0.8684776,1.978979,1.175055,0.7579742,1.945862,1.175284,0.9866958,1.984
2019-12-10 22:18:14:508,1.012803,0.9183584,2.077107,1.011039,1.251913,2.096131,1.00227,1.574973,2.101625,1.030944,1.727256,2.081655,0.8385974,1.465303,2.133997,0.8120472,1.193421,2.143708,0.7701208,0.912304,2.034817,0.7820444,0.8570442,2.018767,1.17225,1.432485,2.089139,1.207743,1.154639,2.086375,1.200416,0.9103752,1.981063,1.17705,0.8395952,1.960649,0.9217964,0.9238016,2.052389,0.8887244,0.5759525,2.005457,0.9110686,0.1726138,2.016497,0.884402,0.1714405,1.854267,1.069275,0.9193395,2.03002,1.085482,0.5766999,1.998408,1.072367,0.1598552,2.00458,1.041538,0.1664774,1.84361,1.005698,1.495688,2.102486,0.771365,0.7781348,2.009342,0.8150108,0.8300709,1.980842,1.171816,0.7574886,1.946983,1.123216,1.032818,1.95475
2019-12-10 22:18:14:543,1.012085,0.9185452,2.076763,1.010555,1.252184,2.096179,1.001994,1.575237,2.10205,1.030292,1.72753,2.082392,0.8384573,1.46525,2.134548,0.812122,1.193355,2.143802,0.7701927,0.9113405,2.035507,0.7821219,0.8560266,2.019687,1.171649,1.432808,2.088623,1.20725,1.154485,2.084977,1.1989,0.9108519,1.979834,1.17398,0.8392493,1.959515,0.9210132,0.923884,2.052364,0.8887382,0.5760124,2.005388,0.9110463,0.173296,2.016474,0.8840227,0.1719708,1.855069,1.068588,0.9196182,2.029403,1.084958,0.5765695,1.997728,1.071701,0.1947722,2.000842,1.040239,0.2013968,1.840178,1.005359,1.495956,2.102808,0.7518985,0.7596911,1.995357,0.8156013,0.8284271,1.979692,1.170702,0.7562122,1.948125,1.122078,1.040378,1.956555
2019-12-10 22:18:14:579,1.011291,0.9188356,2.076447,1.009937,1.252411,2.096225,1.001596,1.575315,2.102427,1.029468,1.727818,2.083144,0.8381498,1.465083,2.135468,0.8122599,1.193313,2.143901,0.7703786,0.9104971,2.036076,0.7823787,0.8569508,2.019623,1.171204,1.43302,2.088241,1.20675,1.154496,2.083978,1.197983,0.9112154,1.97924,1.172745,0.8409898,1.959085,0.9201,0.924178,2.05234,0.8873934,0.5723682,2.006005,0.9110127,0.1737534,2.016491,0.8839222,0.1723859,1.85579,1.067895,0.9198771,2.028883,1.084327,0.5760932,1.997095,1.073439,0.2009841,2.001381,1.041957,0.206858,1.841581,1.004896,1.496077,2.103106,0.7658877,0.7854559,2.0084,0.815034,0.8517846,1.982139,1.171976,0.7566047,1.948076,1.12183,1.028417,1.943125
2019-12-10 22:18:14:617,1.010821,0.9188502,2.076087,1.009489,1.25255,2.096204,1.001184,1.57549,2.102769,1.028666,1.728362,2.083705,0.8379664,1.46481,2.135841,0.8125705,1.192752,2.14408,0.7703755,0.9093436,2.036392,0.7815162,0.8553756,2.019693,1.170995,1.433119,2.087991,1.206529,1.154533,2.083299,1.196336,0.9112511,1.977965,1.171423,0.8385981,1.961517,0.9195117,0.9241276,2.052079,0.8876138,0.5728427,2.005768,0.9111519,0.1737149,2.016489,0.883748,0.1715361,1.855166,1.067553,0.9199317,2.02851,1.083593,0.5766478,1.996362,1.071484,0.1772794,2.004198,1.039249,0.1782516,1.844029,1.004461,1.49625,2.103351,0.7627632,0.7836446,2.006665,0.8150201,0.8396721,1.981071,1.169614,0.7561052,1.944872,1.116504,1.041015,1.950136
2019-12-10 22:18:14:656,1.009377,0.9190383,2.075598,1.008234,1.253038,2.096245,1.000305,1.576041,2.103373,1.026641,1.729183,2.085271,0.8372767,1.464477,2.137049,0.8127304,1.192692,2.144425,0.7702291,0.908313,2.036608,0.7808208,0.8546667,2.019386,1.16981,1.433497,2.086834,1.205974,1.154488,2.082277,1.19598,0.9111639,1.978077,1.170759,0.8377324,1.963279,0.9179258,0.9240637,2.052132,0.8870811,0.5705078,2.005895,0.9112762,0.1741517,2.016788,0.8832279,0.1720792,1.856936,1.066152,0.9203643,2.027526,1.082856,0.5765012,1.995417,1.073499,0.2077258,2.001511,1.040842,0.208516,1.842522,1.003455,1.496806,2.103825,0.7637905,0.7825226,2.00964,0.8141002,0.8611794,1.982964,1.167134,0.7547146,1.949499,1.115435,1.024762,1.949579
2019-12-10 22:18:14:689,1.008644,0.919108,2.075417,1.007501,1.253191,2.096391,0.9996178,1.576201,2.103949,1.025831,1.729446,2.085882,0.8368672,1.464351,2.137881,0.812806,1.192604,2.144928,0.7701267,0.9079183,2.036713,0.7798674,0.8532088,2.01818,1.169446,1.433561,2.086698,1.205643,1.154737,2.081849,1.195219,0.9113163,1.977935,1.169784,0.8379117,1.962412,0.917123,0.9240773,2.052212,0.8867936,0.5690125,2.00603,0.9112151,0.1750373,2.016768,0.8829425,0.1728236,1.857525,1.065467,0.9204756,2.027112,1.082558,0.5765179,1.995141,1.070833,0.1814541,2.005267,1.037259,0.1782646,1.847332,1.002739,1.496972,2.104286,0.7666361,0.7780856,2.010825,0.8134589,0.8354104,1.9785,1.16671,0.7557701,1.947594,1.114333,1.023632,1.947631
2019-12-10 22:18:14:722,1.00754,0.9191965,2.075019,1.006656,1.253309,2.096318,0.9991069,1.576259,2.104138,1.024739,1.730124,2.086407,0.8364103,1.464439,2.138556,0.8129156,1.192956,2.145163,0.7702062,0.9079245,2.036719,0.7796517,0.8540494,2.017022,1.168683,1.433648,2.086248,1.205135,1.155022,2.081096,1.194559,0.9117099,1.977812,1.168839,0.837727,1.961171,0.9160388,0.9241772,2.052097,0.8864197,0.5677933,2.005824,0.9113578,0.1750044,2.016746,0.8828294,0.1725689,1.858133,1.06438,0.9205288,2.026458,1.082085,0.5762405,1.994694,1.071006,0.1830893,2.004995,1.037056,0.1770397,1.847631,1.002138,1.49705,2.104424,0.7693465,0.7776477,2.013006,0.8142918,0.8511547,1.978481,1.167577,0.7552209,1.95032,1.115607,1.033502,1.948529
2019-12-10 22:18:14:743,1.00754,0.9191965,2.075019,1.006656,1.253309,2.096318,0.9991069,1.576259,2.104138,1.024739,1.730124,2.086407,0.8364103,1.464439,2.138556,0.8129156,1.192956,2.145163,0.7702062,0.9079245,2.036719,0.7796517,0.8540494,2.017022,1.168683,1.433648,2.086248,1.205135,1.155022,2.081096,1.194559,0.9117099,1.977812,1.168839,0.837727,1.961171,0.9160388,0.9241772,2.052097,0.8864197,0.5677933,2.005824,0.9113578,0.1750044,2.016746,0.8828294,0.1725689,1.858133,1.06438,0.9205288,2.026458,1.082085,0.5762405,1.994694,1.071006,0.1830893,2.004995,1.037056,0.1770397,1.847631,1.002138,1.49705,2.104424,0.7693465,0.7776477,2.013006,0.8142918,0.8511547,1.978481,1.167577,0.7552209,1.95032,1.115607,1.033502,1.948529
2019-12-10 22:18:14:776,1.006847,0.9191825,2.074922,1.005862,1.253369,2.096465,0.9982983,1.576326,2.104627,1.023673,1.7305,2.087474,0.8360604,1.464535,2.139076,0.8129664,1.19308,2.145542,0.7701007,0.9078156,2.036677,0.7799535,0.8550958,2.016647,1.168184,1.433705,2.086155,1.204716,1.154944,2.080824,1.194131,0.9117146,1.977824,1.170673,0.8378078,1.963334,0.9151365,0.9240503,2.052194,0.8860803,0.5672272,2.005929,0.9113055,0.175263,2.016686,0.882652,0.1727537,1.858581,1.063859,0.9205955,2.026226,1.081497,0.5766908,1.994265,1.070739,0.1843478,2.004835,1.0366,0.1765416,1.848019,1.001314,1.497122,2.104825,0.7692282,0.7820334,2.00695,0.8147307,0.8721783,1.982326,1.167828,0.7580065,1.948079,1.115879,1.042908,1.951162
2019-12-10 22:18:14:808,1.00601,0.919302,2.074462,1.004962,1.25356,2.096434,0.99733,1.576535,2.105083,1.022472,1.730469,2.087989,0.8355076,1.464219,2.139335,0.8129463,1.193196,2.145545,0.7699603,0.9076347,2.036505,0.778608,0.8551601,2.0135,1.167271,1.433885,2.085758,1.204283,1.154899,2.080313,1.193027,0.9116069,1.977389,1.168666,0.8383267,1.960983,0.9142675,0.9241301,2.051804,0.8857896,0.5664138,2.005498,0.91132,0.1755006,2.016691,0.8825041,0.1727073,1.859174,1.063119,0.9207361,2.025746,1.080798,0.576974,1.993576,1.070769,0.1850922,2.004843,1.036498,0.176273,1.848624,1.000355,1.497332,2.105152,0.7677469,0.783307,2.004044,0.8128493,0.8705218,1.980041,1.168385,0.7566891,1.947328,1.117168,1.031751,1.950078
2019-12-10 22:18:14:841,1.005365,0.919221,2.074167,1.003956,1.253581,2.096435,0.9959559,1.576615,2.105537,1.021289,1.730403,2.088589,0.835113,1.464255,2.139752,0.8129278,1.193255,2.145638,0.7686375,0.9082555,2.034515,0.7770723,0.8549098,2.013306,1.166425,1.433961,2.085706,1.203451,1.154786,2.07939,1.192937,0.9116132,1.977373,1.168662,0.8369671,1.960482,0.9135159,0.9240693,2.051538,0.8854432,0.5657308,2.005531,0.9112873,0.1762758,2.016775,0.8823926,0.173299,1.859747,1.062606,0.9206378,2.025451,1.079885,0.5773721,1.993117,1.070726,0.1832582,2.005232,1.036463,0.1738723,1.849578,0.9990593,1.497403,2.105483,0.7663522,0.7755716,2.00768,0.8121312,0.8451336,1.979522,1.166184,0.7548984,1.947057,1.116882,1.026696,1.95153
2019-12-10 22:18:14:877,1.004687,0.9192308,2.073962,1.002885,1.253612,2.096469,0.9945638,1.576598,2.105919,1.019963,1.730432,2.08912,0.8346328,1.464372,2.140143,0.8130202,1.193585,2.145798,0.7682307,0.9085924,2.033935,0.775777,0.8547089,2.012794,1.165983,1.434057,2.085675,1.203028,1.154928,2.079298,1.191509,0.911661,1.976595,1.168205,0.8355293,1.959211,0.9127373,0.9240324,2.051356,0.8853014,0.5656471,2.005494,0.9112264,0.1767434,2.016825,0.882226,0.1736028,1.860256,1.062052,0.9206824,2.02524,1.079457,0.577401,1.992851,1.071228,0.2045337,2.002936,1.037028,0.1968679,1.847471,0.9977307,1.497406,2.105775,0.7633756,0.7827473,2.003702,0.8091263,0.8343018,1.978894,1.163705,0.756714,1.944072,1.115839,1.035025,1.949398
2019-12-10 22:18:14:911,1.003909,0.9192991,2.074032,1.002027,1.253684,2.096764,0.9937512,1.57662,2.10645,1.018607,1.730591,2.090139,0.8341364,1.464555,2.140796,0.812946,1.193342,2.145927,0.768014,0.908191,2.033673,0.7759098,0.8556077,2.012053,1.163929,1.43409,2.085619,1.202838,1.15493,2.079246,1.191219,0.9117702,1.976467,1.1679,0.8365178,1.960323,0.9119802,0.9240096,2.051559,0.8849204,0.5643724,2.005215,0.9112313,0.1771094,2.016834,0.8820239,0.1736869,1.860781,1.061252,0.9208401,2.025176,1.078514,0.5782537,1.99247,1.070445,0.1938947,2.002376,1.035997,0.1869652,1.84726,0.9968932,1.497445,2.106253,0.7624428,0.7867428,1.99966,0.8097526,0.8400996,1.982301,1.163797,0.7551296,1.947342,1.111572,1.019304,1.9465
