2019-12-23 17:48:37:567, no_human
2019-12-23 17:48:42:096, no_human
2019-12-23 17:48:42:126, no_human
2019-12-23 17:48:42:153, no_human
2019-12-23 17:48:42:178, no_human
2019-12-23 17:48:42:183, no_human
2019-12-23 17:48:42:217, no_human
2019-12-23 17:48:42:242, no_human
2019-12-23 17:48:42:247, no_human
2019-12-23 17:48:42:282, no_human
2019-12-23 17:48:42:288, no_human
2019-12-23 17:48:42:323, no_human
2019-12-23 17:48:42:347, no_human
2019-12-23 17:48:42:354, no_human
2019-12-23 17:48:42:390, no_human
2019-12-23 17:48:42:417, no_human
2019-12-23 17:48:42:424, no_human
2019-12-23 17:48:42:460, no_human
2019-12-23 17:48:42:485, no_human
2019-12-23 17:48:42:508, no_human
2019-12-23 17:48:42:513, no_human
2019-12-23 17:48:42:530, no_human
2019-12-23 17:48:42:565, no_human
2019-12-23 17:48:42:591, no_human
2019-12-23 17:48:42:616, no_human
2019-12-23 17:48:42:622, no_human
2019-12-23 17:48:42:659, no_human
2019-12-23 17:48:42:689, no_human
2019-12-23 17:48:42:715, no_human
2019-12-23 17:48:42:722, no_human
2019-12-23 17:48:42:757, no_human
2019-12-23 17:48:42:783, no_human
2019-12-23 17:48:42:788, no_human
2019-12-23 17:48:42:825, no_human
2019-12-23 17:48:42:851, no_human
2019-12-23 17:48:42:877, no_human
2019-12-23 17:48:42:885, no_human
2019-12-23 17:48:42:920, no_human
2019-12-23 17:48:42:951, no_human
2019-12-23 17:48:42:961, no_human
2019-12-23 17:48:42:998, no_human
2019-12-23 17:48:43:027, no_human
2019-12-23 17:48:43:053, no_human
2019-12-23 17:48:43:077, no_human
2019-12-23 17:48:43:083, no_human
2019-12-23 17:48:43:117, no_human
2019-12-23 17:48:43:143, no_human
2019-12-23 17:48:43:152, no_human
2019-12-23 17:48:43:189, no_human
2019-12-23 17:48:43:217, no_human
2019-12-23 17:48:43:246, no_human
2019-12-23 17:48:43:257, no_human
2019-12-23 17:48:43:292, no_human
2019-12-23 17:48:43:322, no_human
2019-12-23 17:48:43:351, no_human
2019-12-23 17:48:43:379, no_human
2019-12-23 17:48:43:387, no_human
2019-12-23 17:48:43:423, no_human
2019-12-23 17:48:43:450, no_human
2019-12-23 17:48:43:480, no_human
2019-12-23 17:48:43:490, no_human
2019-12-23 17:48:43:528, no_human
2019-12-23 17:48:43:558, no_human
2019-12-23 17:48:43:586, no_human
2019-12-23 17:48:43:613, no_human
2019-12-23 17:48:43:621, no_human
2019-12-23 17:48:43:657, no_human
2019-12-23 17:48:43:688, no_human
2019-12-23 17:48:43:714, no_human
2019-12-23 17:48:43:723, no_human
2019-12-23 17:48:43:759, no_human
2019-12-23 17:48:43:788, no_human
2019-12-23 17:48:43:814, no_human
2019-12-23 17:48:43:823, no_human
2019-12-23 17:48:43:860, no_human
2019-12-23 17:48:43:888, no_human
2019-12-23 17:48:43:914, no_human
2019-12-23 17:48:43:922, no_human
2019-12-23 17:48:43:958, no_human
2019-12-23 17:48:43:984, no_human
2019-12-23 17:48:44:012, no_human
2019-12-23 17:48:44:021, no_human
2019-12-23 17:48:44:060, no_human
2019-12-23 17:48:44:095, no_human
2019-12-23 17:48:44:130, no_human
2019-12-23 17:48:44:162, no_human
2019-12-23 17:48:44:191, no_human
2019-12-23 17:48:44:219, no_human
2019-12-23 17:48:44:247, no_human
2019-12-23 17:48:44:257, no_human
2019-12-23 17:48:44:293, no_human
2019-12-23 17:48:44:326, no_human
2019-12-23 17:48:44:356, no_human
2019-12-23 17:48:44:383, no_human
2019-12-23 17:48:44:411, no_human
2019-12-23 17:48:44:418, no_human
2019-12-23 17:48:44:452, no_human
2019-12-23 17:48:44:479, no_human
2019-12-23 17:48:44:487, no_human
2019-12-23 17:48:44:523, no_human
2019-12-23 17:48:44:552, no_human
2019-12-23 17:48:44:580, no_human
2019-12-23 17:48:44:590, no_human
2019-12-23 17:48:44:626, no_human
2019-12-23 17:48:44:655, no_human
2019-12-23 17:48:44:682, no_human
2019-12-23 17:48:44:690, no_human
2019-12-23 17:48:44:726, no_human
2019-12-23 17:48:44:753, no_human
2019-12-23 17:48:44:781, no_human
2019-12-23 17:48:44:790, no_human
2019-12-23 17:48:44:823, no_human
2019-12-23 17:48:44:851, no_human
2019-12-23 17:48:44:879, no_human
2019-12-23 17:48:44:889, no_human
2019-12-23 17:48:44:923, no_human
2019-12-23 17:48:44:951, no_human
2019-12-23 17:48:44:979, no_human
2019-12-23 17:48:44:988, no_human
2019-12-23 17:48:45:024, no_human
2019-12-23 17:48:45:050, no_human
2019-12-23 17:48:45:079, no_human
2019-12-23 17:48:45:086, no_human
2019-12-23 17:48:45:123, no_human
2019-12-23 17:48:45:154, no_human
2019-12-23 17:48:45:184, no_human
2019-12-23 17:48:45:217, no_human
2019-12-23 17:48:45:251, no_human
2019-12-23 17:48:45:305,0.5213729,1.7486292.32906
2019-12-23 17:48:45:343,0.5248438,1.7473332.340426
2019-12-23 17:48:45:382,0.5281188,1.7454922.348178
2019-12-23 17:48:45:422,0.5275097,1.7459932.35525
2019-12-23 17:48:45:466,0.5271274,1.7459132.359518
2019-12-23 17:48:45:506,0.5235205,1.7475162.370869
2019-12-23 17:48:45:544,0.5194721,1.7481622.376354
2019-12-23 17:48:45:580,0.5150008,1.7492582.380705
2019-12-23 17:48:45:614,0.5083492,1.7507042.386499
2019-12-23 17:48:45:650,0.5028582,1.7516092.390518
2019-12-23 17:48:45:696,0.4950507,1.7532282.395139
2019-12-23 17:48:45:733,0.4859744,1.7541922.399006
2019-12-23 17:48:45:769,0.4693534,1.7569382.404705
2019-12-23 17:48:45:804,0.4598418,1.758962.407451
2019-12-23 17:48:45:840,0.4515443,1.759492.408883
2019-12-23 17:48:45:874,0.4414471,1.7614432.411169
2019-12-23 17:48:45:914,0.4308338,1.7618442.412939
2019-12-23 17:48:45:948,0.4191693,1.7619562.414701
2019-12-23 17:48:45:985,0.4085415,1.7623682.415609
2019-12-23 17:48:46:022,0.3961659,1.7625172.415992
2019-12-23 17:48:46:060,0.3844131,1.7646952.416218
2019-12-23 17:48:46:101,0.3619448,1.7663942.412571
2019-12-23 17:48:46:140,0.3516114,1.766052.409898
2019-12-23 17:48:46:178,0.340792,1.7667692.40588
2019-12-23 17:48:46:212,0.3318557,1.7668222.402988
2019-12-23 17:48:46:246,0.3237797,1.766472.40004
2019-12-23 17:48:46:280,0.3170808,1.7659212.397165
2019-12-23 17:48:46:316,0.311195,1.7655322.394451
2019-12-23 17:48:46:363,0.3048972,1.7663352.391561
2019-12-23 17:48:46:397,0.3005679,1.7665262.38994
2019-12-23 17:48:46:430,0.2953957,1.7669322.388409
2019-12-23 17:48:46:464,0.2921637,1.7672952.387203
2019-12-23 17:48:46:498,0.2883274,1.7674492.386123
2019-12-23 17:48:46:534,0.2822313,1.7670382.383119
2019-12-23 17:48:46:573,0.2800204,1.766962.381735
2019-12-23 17:48:46:608,0.2780736,1.7668532.380643
2019-12-23 17:48:46:642,0.2762758,1.7671732.378967
2019-12-23 17:48:46:676,0.2748399,1.7666162.377447
2019-12-23 17:48:46:711,0.273809,1.7666532.376104
2019-12-23 17:48:46:746,0.2726806,1.7662342.374533
2019-12-23 17:48:46:784,0.271805,1.7660732.373229
2019-12-23 17:48:46:820,0.2707399,1.7655392.372265
2019-12-23 17:48:46:852,0.2698193,1.7651552.370593
2019-12-23 17:48:46:886,0.2692297,1.7651532.369399
2019-12-23 17:48:46:916,0.2684863,1.7650762.368661
2019-12-23 17:48:46:950,0.2680368,1.7652062.367626
2019-12-23 17:48:46:986,0.267613,1.7652672.366844
2019-12-23 17:48:47:019,0.2670198,1.7652962.365857
2019-12-23 17:48:47:053,0.2665475,1.7652042.36465
2019-12-23 17:48:47:087,0.2659909,1.7649812.363723
2019-12-23 17:48:47:121,0.2654952,1.7647912.362689
2019-12-23 17:48:47:155,0.2664585,1.7652242.360772
2019-12-23 17:48:47:194,0.2676032,1.765062.359659
2019-12-23 17:48:47:228,0.2725928,1.764562.35695
2019-12-23 17:48:47:263,0.2797509,1.7650712.353845
2019-12-23 17:48:47:294,0.286779,1.7648132.350409
2019-12-23 17:48:47:328,0.2939069,1.7651472.347943
2019-12-23 17:48:47:363,0.3000078,1.7647092.346178
2019-12-23 17:48:47:399,0.3060951,1.7638892.345026
2019-12-23 17:48:47:439,0.3202987,1.7618252.344204
2019-12-23 17:48:47:478,0.3296975,1.7606112.346719
2019-12-23 17:48:47:514,0.3412559,1.762152.350116
2019-12-23 17:48:47:557,0.3539132,1.7614382.356342
2019-12-23 17:48:47:594,0.3723587,1.7555052.364638
2019-12-23 17:48:47:632,0.3837083,1.7524122.370453
2019-12-23 17:48:47:668,0.4169871,1.7517982.395843
2019-12-23 17:48:47:690,0.4169871,1.7517982.395843
2019-12-23 17:48:47:727,0.4307358,1.7522892.407549
2019-12-23 17:48:47:764,0.4467754,1.751162.42149
2019-12-23 17:48:47:797,0.4896854,1.7421732.456265
2019-12-23 17:48:47:833,0.4896854,1.7421732.456265
2019-12-23 17:48:47:871,0.5181919,1.7451162.488185
2019-12-23 17:48:47:906,0.5461978,1.7362332.514921
2019-12-23 17:48:47:941,0.55894,1.7359772.524606
2019-12-23 17:48:47:953,0.55894,1.7359772.524606
2019-12-23 17:48:47:991,0.5695066,1.7386262.540965
2019-12-23 17:48:48:023,0.584783,1.7405762.556703
2019-12-23 17:48:48:061,0.6107245,1.7284352.579932
2019-12-23 17:48:48:094,0.6210241,1.7291262.586844
2019-12-23 17:48:48:128,0.633035,1.729532.600198
2019-12-23 17:48:48:162,0.6453761,1.7281722.611043
2019-12-23 17:48:48:196,0.6566997,1.7284492.618358
2019-12-23 17:48:48:229,0.6653511,1.7294962.625309
2019-12-23 17:48:48:266,0.6854298,1.7280252.647853
2019-12-23 17:48:48:298,0.6995401,1.7251332.657692
2019-12-23 17:48:48:331,0.7101014,1.7267882.659963
2019-12-23 17:48:48:363,0.7101014,1.7267882.659963
2019-12-23 17:48:48:395,0.7204344,1.728362.665761
2019-12-23 17:48:48:429,0.7311624,1.7279832.672604
2019-12-23 17:48:48:462,0.7435572,1.7269942.679423
2019-12-23 17:48:48:498,0.7540565,1.7271172.68643
2019-12-23 17:48:48:535,0.783785,1.7185812.696167
2019-12-23 17:48:48:576,0.7943344,1.7264212.694946
2019-12-23 17:48:48:614,0.8116909,1.7208692.697415
2019-12-23 17:48:48:650,0.8222482,1.7199692.697247
2019-12-23 17:48:48:688,0.8398154,1.7132932.697833
2019-12-23 17:48:48:727,0.8530042,1.7207082.693737
2019-12-23 17:48:48:762,0.8667765,1.7189322.689944
2019-12-23 17:48:48:795,0.8834668,1.7199532.684468
2019-12-23 17:48:48:829,0.9022076,1.7185382.676168
2019-12-23 17:48:48:862,0.9150437,1.7298222.66926
2019-12-23 17:48:48:895,0.9340047,1.7269582.660979
2019-12-23 17:48:48:940,0.9531932,1.7436142.650833
2019-12-23 17:48:48:975,0.9823616,1.7322762.647216
2019-12-23 17:48:48:987,0.9823616,1.7322762.647216
2019-12-23 17:48:49:025,0.9951686,1.7307972.646068
2019-12-23 17:48:49:059,1.009943,1.7337212.643368
2019-12-23 17:48:49:093,1.02323,1.7308282.645036
2019-12-23 17:48:49:127,1.03332,1.7339262.644545
2019-12-23 17:48:49:162,1.044937,1.7329032.643551
2019-12-23 17:48:49:195,1.057854,1.7335722.642309
2019-12-23 17:48:49:229,1.069095,1.7335172.640436
2019-12-23 17:48:49:263,1.083911,1.7351262.63643
2019-12-23 17:48:49:296,1.095196,1.7314422.637793
2019-12-23 17:48:49:330,1.1052,1.7315092.637176
2019-12-23 17:48:49:367,1.13361,1.7264262.631742
2019-12-23 17:48:49:400,1.145445,1.7227852.629227
2019-12-23 17:48:49:433,1.159925,1.7218622.623823
2019-12-23 17:48:49:466,1.173846,1.7144172.622357
2019-12-23 17:48:49:500,1.188006,1.7111632.620006
2019-12-23 17:48:49:532,1.206281,1.7022032.6221
2019-12-23 17:48:49:568,1.217128,1.6998352.622494
2019-12-23 17:48:49:600,1.232888,1.6992022.624923
2019-12-23 17:48:49:623,1.232888,1.6992022.624923
2019-12-23 17:48:49:665,1.249162,1.6980732.630701
2019-12-23 17:48:49:705,1.279478,1.7066372.635948
2019-12-23 17:48:49:743,1.300789,1.7090242.64546
2019-12-23 17:48:49:782,1.313883,1.7146932.646575
2019-12-23 17:48:49:817,1.327521,1.7117052.65028
2019-12-23 17:48:49:852,1.288405,1.7249362.65741
2019-12-23 17:48:49:886,1.363476,1.6982922.654933
2019-12-23 17:48:49:920,1.37116,1.7003622.657122
2019-12-23 17:48:49:953,1.377112,1.7010232.656263
2019-12-23 17:48:49:992,1.385112,1.7012392.653913
2019-12-23 17:48:50:029,1.395063,1.7015752.65076
2019-12-23 17:48:50:063,1.402955,1.7005342.647422
2019-12-23 17:48:50:095,1.409587,1.6994932.642034
2019-12-23 17:48:50:130,1.415809,1.6983532.638624
2019-12-23 17:48:50:165,1.430909,1.6981422.625929
2019-12-23 17:48:50:205,1.436067,1.6956912.616928
2019-12-23 17:48:50:239,1.440618,1.6940332.606643
2019-12-23 17:48:50:276,1.445144,1.6871042.599382
2019-12-23 17:48:50:317,1.451076,1.6916542.582534
2019-12-23 17:48:50:354,1.45219,1.6890142.569175
2019-12-23 17:48:50:393,1.451497,1.6846862.555597
2019-12-23 17:48:50:433,1.452823,1.6852082.539917
2019-12-23 17:48:50:470,1.445272,1.6835222.511316
2019-12-23 17:48:50:504,1.440003,1.6807232.499549
2019-12-23 17:48:50:541,1.437131,1.6921132.48247
2019-12-23 17:48:50:578,1.430704,1.6975982.468871
2019-12-23 17:48:50:618,1.424131,1.7042492.459732
2019-12-23 17:48:50:660,1.416353,1.7083372.445618
2019-12-23 17:48:50:701,1.409097,1.7104392.436087
2019-12-23 17:48:50:740,1.397126,1.7078282.418866
2019-12-23 17:48:50:787,1.394381,1.7133672.410675
2019-12-23 17:48:50:833,1.391836,1.7133692.405108
2019-12-23 17:48:50:881,1.380545,1.7112422.387522
2019-12-23 17:48:50:919,1.380172,1.7105522.380325
2019-12-23 17:48:50:958,1.379185,1.708742.373313
2019-12-23 17:48:50:995,1.378984,1.7070272.367341
2019-12-23 17:48:51:030,1.378312,1.7055322.363107
2019-12-23 17:48:51:070,1.372041,1.7008812.346156
2019-12-23 17:48:51:109,1.367156,1.6965322.339575
2019-12-23 17:48:51:148,1.371661,1.7027122.340141
2019-12-23 17:48:51:181,1.373525,1.7101672.3267
2019-12-23 17:48:51:215,1.385188,1.7131042.30605
2019-12-23 17:48:51:251,1.385523,1.7135722.303709
2019-12-23 17:48:51:292,1.338416,1.6478182.301029
2019-12-23 17:48:51:330,1.320123,1.4041652.316254
2019-12-23 17:48:51:368,1.331897,1.4692992.349216
2019-12-23 17:48:51:404,1.333688,1.4677462.335675
2019-12-23 17:48:51:443,1.339969,1.4601642.326962
2019-12-23 17:48:51:482,1.336609,1.4780552.309323
2019-12-23 17:48:51:520,1.344961,1.4783092.303441
2019-12-23 17:48:51:558,1.335181,1.5084632.265044
2019-12-23 17:48:51:595,1.347988,1.4274432.285529
2019-12-23 17:48:51:630,0,1.10.32
2019-12-23 17:48:51:664,0,1.10.32
2019-12-23 17:48:51:698,0,1.10.32
2019-12-23 17:48:51:735,0,1.10.32
2019-12-23 17:48:51:769,0,1.10.32
2019-12-23 17:48:51:803,0,1.10.32
2019-12-23 17:48:51:838,0,1.10.32
2019-12-23 17:48:51:886,0,1.10.32
2019-12-23 17:48:51:931,0,1.10.32
2019-12-23 17:48:51:981,0,1.10.32
2019-12-23 17:48:52:022,0,1.10.32
2019-12-23 17:48:52:065,0,1.10.32
2019-12-23 17:48:52:101,0,1.10.32
2019-12-23 17:48:52:137,0,1.10.32
2019-12-23 17:48:52:178,0,1.10.32
2019-12-23 17:48:52:215,0,1.10.32
2019-12-23 17:48:52:250,0,1.10.32
2019-12-23 17:48:52:285,0,1.10.32
2019-12-23 17:48:52:320,0,1.10.32
2019-12-23 17:48:52:355,0,1.10.32
2019-12-23 17:48:52:393,0,1.10.32
2019-12-23 17:48:52:427,0,1.10.32
2019-12-23 17:48:52:461,0,1.10.32
2019-12-23 17:48:52:495,0,1.10.32
2019-12-23 17:48:52:531,0,1.10.32
2019-12-23 17:48:52:569,0,1.10.32
2019-12-23 17:48:52:621, no_human
2019-12-23 17:48:52:652, no_human
2019-12-23 17:48:52:682, no_human
2019-12-23 17:48:52:720, no_human
2019-12-23 17:48:52:752, no_human
2019-12-23 17:48:52:783, no_human
2019-12-23 17:48:52:817, no_human
2019-12-23 17:48:52:849, no_human
2019-12-23 17:48:52:883, no_human
2019-12-23 17:48:52:916, no_human
2019-12-23 17:48:52:950, no_human
2019-12-23 17:48:52:984, no_human
2019-12-23 17:48:53:019, no_human
2019-12-23 17:48:53:058, no_human
2019-12-23 17:48:53:100, no_human
2019-12-23 17:48:53:136, no_human
2019-12-23 17:48:53:166, no_human
2019-12-23 17:48:53:195, no_human
2019-12-23 17:48:53:223, no_human
2019-12-23 17:48:53:253, no_human
2019-12-23 17:48:53:285, no_human
2019-12-23 17:48:53:317, no_human
2019-12-23 17:48:53:350, no_human
2019-12-23 17:48:53:383, no_human
2019-12-23 17:48:53:417, no_human
2019-12-23 17:48:53:449, no_human
2019-12-23 17:48:53:483, no_human
2019-12-23 17:48:53:517, no_human
2019-12-23 17:48:53:551, no_human
2019-12-23 17:48:53:602, no_human
2019-12-23 17:48:53:635, no_human
2019-12-23 17:48:53:669, no_human
2019-12-23 17:48:53:704, no_human
2019-12-23 17:48:53:738, no_human
2019-12-23 17:48:53:770, no_human
2019-12-23 17:48:53:794, no_human
2019-12-23 17:48:53:819, no_human
2019-12-23 17:48:53:851, no_human
2019-12-23 17:48:53:883, no_human
2019-12-23 17:48:53:907, no_human
2019-12-23 17:48:53:911, no_human
2019-12-23 17:48:53:949, no_human
2019-12-23 17:48:53:984, no_human
2019-12-23 17:48:54:018, no_human
2019-12-23 17:48:54:049, no_human
2019-12-23 17:48:54:082, no_human
2019-12-23 17:48:54:097, no_human
2019-12-23 17:48:54:126, no_human
2019-12-23 17:48:54:160, no_human
2019-12-23 17:48:54:195, no_human
2019-12-23 17:48:54:229, no_human
2019-12-23 17:48:54:264, no_human
2019-12-23 17:48:54:293, no_human
2019-12-23 17:48:54:318, no_human
2019-12-23 17:48:54:351, no_human
2019-12-23 17:48:54:383, no_human
2019-12-23 17:48:54:418, no_human
2019-12-23 17:48:54:451, no_human
2019-12-23 17:48:54:482, no_human
2019-12-23 17:48:54:506, no_human
2019-12-23 17:48:54:510, no_human
2019-12-23 17:48:54:549, no_human
2019-12-23 17:48:54:583, no_human
2019-12-23 17:48:54:606, no_human
2019-12-23 17:48:54:611, no_human
2019-12-23 17:48:54:650, no_human
2019-12-23 17:48:54:673, no_human
2019-12-23 17:48:54:677, no_human
2019-12-23 17:48:54:717, no_human
2019-12-23 17:48:54:751, no_human
2019-12-23 17:48:54:783, no_human
2019-12-23 17:48:54:817, no_human
2019-12-23 17:48:54:850, no_human
2019-12-23 17:48:54:883, no_human
2019-12-23 17:48:54:906, no_human
2019-12-23 17:48:54:910, no_human
2019-12-23 17:48:54:949, no_human
2019-12-23 17:48:54:983, no_human
2019-12-23 17:48:55:006, no_human
2019-12-23 17:48:55:011, no_human
2019-12-23 17:48:55:050, no_human
2019-12-23 17:48:55:083, no_human
2019-12-23 17:48:55:107, no_human
2019-12-23 17:48:55:111, no_human
2019-12-23 17:48:55:150, no_human
2019-12-23 17:48:55:183, no_human
2019-12-23 17:48:55:207, no_human
2019-12-23 17:48:55:211, no_human
2019-12-23 17:48:55:250, no_human
2019-12-23 17:48:55:283, no_human
2019-12-23 17:48:55:320, no_human
2019-12-23 17:48:55:356, no_human
2019-12-23 17:48:55:436, no_human
2019-12-23 17:48:55:454, no_human
2019-12-23 17:48:55:543, no_human
2019-12-23 17:48:55:575, no_human
2019-12-23 17:48:55:600, no_human
2019-12-23 17:48:55:627, no_human
2019-12-23 17:48:55:653, no_human
2019-12-23 17:48:55:682, no_human
2019-12-23 17:48:55:708, no_human
2019-12-23 17:48:55:712, no_human
2019-12-23 17:48:55:750, no_human
2019-12-23 17:48:55:813, no_human
2019-12-23 17:48:55:827, no_human
2019-12-23 17:48:55:943, no_human
2019-12-23 17:48:55:972, no_human
2019-12-23 17:48:55:996, no_human
2019-12-23 17:48:56:022, no_human
2019-12-23 17:48:56:050, no_human
2019-12-23 17:48:56:074, no_human
2019-12-23 17:48:56:078, no_human
2019-12-23 17:48:56:117, no_human
2019-12-23 17:48:56:150, no_human
2019-12-23 17:48:56:182, no_human
2019-12-23 17:48:56:206, no_human
2019-12-23 17:48:56:210, no_human
